rank,country_full,country_abrv,total_points,previous_points,rank_change,cur_year_avg,rank_date
14,Côte d'Ivoire,CIV,995.37,974,1,535.56,2012-12-19
15,Mexico,MEX,994.5,984,-1,550.93,2012-12-19
16,Uruguay,URU,974.59,1047,-5,303.35,2012-12-19
17,France,FRA,949.42,938,1,481.29,2012-12-19
18,Brazil,BRA,945.73,994,-5,341.21,2012-12-19
19,Algeria,ALG,886.86,907,0,495.2,2012-12-19
20,Sweden,SWE,870.28,826,3,420.95,2012-12-19
21,Belgium,BEL,867.69,881,-1,542.17,2012-12-19
22,Japan,JPN,840.27,810,2,396.79,2012-12-19
23,Denmark,DEN,820.8,851,-1,294.58,2012-12-19
24,Norway,NOR,810.42,778,2,373.6,2012-12-19
25,Mali,MLI,809.5,772,3,576.24,2012-12-19
26,Chile,CHI,792.97,853,-5,298.22,2012-12-19
27,Bosnia and Herzegovina,BIH,788.32,746,4,369.05,2012-12-19
28,USA,USA,781.58,776,-1,414.44,2012-12-19
29,Czech Republic,CZE,781.44,806,-4,411.65,2012-12-19
30,Ghana,GHA,776.76,762,-1,398.69,2012-12-19
31,Montenegro,MNE,756.23,691,3,447.43,2012-12-19
32,Hungary,HUN,749.71,753,-2,417.44,2012-12-19
33,Romania,ROU,700.31,669,4,426.72,2012-12-19
34,Zambia,ZAM,696.58,633,5,478.88,2012-12-19
35,Korea Republic,KOR,685.96,728,-3,308.12,2012-12-19
36,Australia,AUS,667.53,719,-3,246.99,2012-12-19
37,Paraguay,PAR,666.35,690,-2,277.26,2012-12-19
38,Serbia,SRB,658.79,626,4,255.09,2012-12-19
39,Haiti,HAI,650.34,553,18,431.75,2012-12-19
40,Turkey,TUR,627.15,639,-2,265.59,2012-12-19
41,Egypt,EGY,615.5,627,-1,242.07,2012-12-19
42,Republic of Ireland,IRL,608.8,682,-6,178.5,2012-12-19
42,Bolivia,BOL,609.2,585,9,476.42,2012-12-19
42,Gabon,GAB,609.23,581,10,386.9,2012-12-19
45,Tunisia,TUN,606,609,1,336.12,2012-12-19
46,Peru,PER,603.32,611,-2,246.1,2012-12-19
47,Slovakia,SVK,594.88,619,-4,255.83,2012-12-19
47,Ukraine,UKR,594.58,575,8,322.58,2012-12-19
49,Slovenia,SVN,590.66,593,0,185.31,2012-12-19
50,Bulgaria,BUL,584.97,627,-10,385.5,2012-12-19
51,Panama,PAN,582.06,609,-5,279.88,2012-12-19
52,Central African Republic,CTA,581.08,581,0,442.54,2012-12-19
52,Nigeria,NGA,581.44,553,5,273.06,2012-12-19
54,Libya,LBY,571.65,545,5,324.89,2012-12-19
55,Poland,POL,553.18,579,-1,310.21,2012-12-19
56,Jamaica,JAM,551.68,586,-6,272.77,2012-12-19
57,Venezuela,VEN,551.24,600,-9,213.71,2012-12-19
58,Honduras,HON,539.72,572,-2,263.85,2012-12-19
59,IR Iran,IRN,531.56,611,-15,228.08,2012-12-19
60,Guinea,GUI,526.57,485,11,318.39,2012-12-19
61,Cameroon,CMR,523.16,520,1,246.66,2012-12-19
62,Sierra Leone,SLE,520.8,521,-1,273.59,2012-12-19
63,Albania,ALB,517.97,496,4,294.77,2012-12-19
64,Canada,CAN,517.12,526,-4,278.18,2012-12-19
65,Belarus,BLR,516.1,478,9,247.56,2012-12-19
66,Costa Rica,CRC,515.32,509,-2,276.57,2012-12-19
67,Uzbekistan,UZB,512.96,490,2,297.53,2012-12-19
68,Trinidad and Tobago,TRI,507.05,446,11,291.8,2012-12-19
69,Cape Verde Islands,CPV,497.66,511,-6,220.22,2012-12-19
70,Austria,AUT,492.47,492,-2,250.13,2012-12-19
71,Togo,TOG,491.17,479,2,319.71,2012-12-19
72,Scotland,SCO,489.95,488,-2,185.57,2012-12-19
73,Georgia,GEO,480.78,499,-8,249.35,2012-12-19
74,Morocco,MAR,466.19,482,-2,218.07,2012-12-19
75,Benin,BEN,457.05,457,2,320.35,2012-12-19
75,Armenia,ARM,456.71,444,7,137.92,2012-12-19
77,Senegal,SEN,454.87,471,-2,148.52,2012-12-19
78,Israel,ISR,453.72,452,0,141.61,2012-12-19
79,Equatorial Guinea,EQG,438.82,397,16,370.18,2012-12-19
80,Guatemala,GUA,438.28,467,-4,248.71,2012-12-19
81,FYR Macedonia,MKD,436.51,431,2,274.15,2012-12-19
82,Wales,WAL,434.85,497,-16,154.29,2012-12-19
83,Finland,FIN,430.93,411,8,224.17,2012-12-19
84,Angola,ANG,428.44,446,-5,233.75,2012-12-19
84,Uganda,UGA,427.86,428,2,241.46,2012-12-19
86,Estonia,EST,424.79,430,-2,139.44,2012-12-19
87,South Africa,RSA,416.06,430,-3,128.05,2012-12-19
88,China PR,CHN,410.07,424,0,180.03,2012-12-19
89,Burkina Faso,BFA,408.14,423,0,149.09,2012-12-19
90,Iceland,ISL,392.21,392,6,241.5,2012-12-19
91,New Zealand,NZL,390.02,404,2,258.11,2012-12-19
92,Iraq,IRQ,384.92,390,5,174.63,2012-12-19
93,Dominican Republic,DOM,378.04,406,-1,251.43,2012-12-19
94,Jordan,JOR,374.86,420,-4,163.06,2012-12-19
95,Oman,OMA,369.37,428,-9,173.94,2012-12-19
96,Northern Ireland,NIR,367.47,356,4,149.71,2012-12-19
96,United Arab Emirates,UAE,366.81,320,13,242.45,2012-12-19
98,Qatar,QAT,364.7,330,6,183.57,2012-12-19
99,Korea DPR,PRK,361.16,445,-18,210.59,2012-12-19
100,Cuba,CUB,355.29,198,41,209.79,2012-12-19
101,Zimbabwe,ZIM,349.38,383,-3,179.64,2012-12-19
101,Sudan,SDN,348.9,333,1,206.25,2012-12-19
101,Sudan,SDN,348.9,333,1,206.25,2012-12-19
103,El Salvador,SLV,348.06,402,-9,125.27,2012-12-19
104,Burundi,BDI,341.9,255,24,240.71,2012-12-19
105,Niger,NIG,334.78,324,2,149.3,2012-12-19
106,Latvia,LVA,333.67,322,2,103.44,2012-12-19
107,Congo DR,COD,331.9,360,-8,216.94,2012-12-19
108,New Caledonia,NCL,330.08,330,-4,282.63,2012-12-19
109,Congo,CGO,325.02,309,6,227.72,2012-12-19
110,Ethiopia,ETH,323.26,333,-8,216.29,2012-12-19
111,Malawi,MWI,317.77,337,-10,136.13,2012-12-19
112,Mozambique,MOZ,312.45,318,-2,151.58,2012-12-19
112,Liberia,LBR,311.87,312,2,193.24,2012-12-19
114,Suriname,SUR,311.07,265,11,191.4,2012-12-19
115,Antigua and Barbuda,ATG,292.89,281,6,96.09,2012-12-19
116,Lithuania,LTU,283.99,296,3,99.28,2012-12-19
117,Kuwait,KUW,280.85,318,-7,95.79,2012-12-19
118,Azerbaijan,AZE,277.28,277,5,119.31,2012-12-19
119,Bahrain,BHR,275.06,270,5,106.47,2012-12-19
119,São Tomé e Príncipe,STP,274.77,240,14,261.44,2012-12-19
121,Botswana,BOT,273.63,299,-4,75.41,2012-12-19
121,Namibia,NAM,274.31,299,-4,149.59,2012-12-19
123,St Kitts and Nevis,SKN,270.56,327,-17,124.08,2012-12-19
124,Guyana,GUY,266.9,305,-8,70.59,2012-12-19
125,St Vincent and the Grenadines,VIN,265.64,263,1,179.92,2012-12-19
126,Saudi Arabia,KSA,263.91,313,-14,95.85,2012-12-19
127,Lebanon,LIB,259.36,313,-15,109.11,2012-12-19
128,Moldova,MDA,255.01,241,4,128.63,2012-12-19
129,Turkmenistan,TKM,254.04,254,0,169.85,2012-12-19
130,Tanzania,TAN,252.65,237,4,149.6,2012-12-19
131,Vietnam,VIE,251.36,217,7,71.6,2012-12-19
132,Cyprus,CYP,248.18,258,-5,112.86,2012-12-19
132,Puerto Rico,PUR,248.34,248,-2,104.61,2012-12-19
134,Kenya,KEN,246.15,248,-4,146.34,2012-12-19
134,Rwanda,RWA,246.01,280,-12,115.62,2012-12-19
136,Tajikistan,TJK,233.47,225,1,133.87,2012-12-19
136,Thailand,THA,232.67,160,16,102.18,2012-12-19
138,Grenada,GRN,221.91,166,11,110.88,2012-12-19
139,Tahiti,TAH,214.69,215,0,177.08,2012-12-19
140,Chad,CHA,212.21,282,-20,131.58,2012-12-19
141,Gambia,GAM,206.34,186,1,81.01,2012-12-19
142,Kazakhstan,KAZ,200.46,200,-2,88.29,2012-12-19
143,Barbados,BRB,196.63,158,10,143.26,2012-12-19
144,Syria,SYR,185.63,172,3,43.72,2012-12-19
145,Nicaragua,NCA,180.39,233,-9,102.78,2012-12-19
146,Malta,MLT,178.38,166,3,110.14,2012-12-19
147,Philippines,PHI,173.52,184,-4,109.9,2012-12-19
148,Luxembourg,LUX,171.97,179,-4,59.31,2012-12-19
149,St Lucia,LCA,168.37,175,-3,141.24,2012-12-19
150,Solomon Islands,SOL,165.52,166,-1,128.21,2012-12-19
151,Aruba,ARU,162.71,154,3,104.98,2012-12-19
152,Palestine,PLE,152,168,-4,82.42,2012-12-19
153,Faroe Islands,FRO,151.31,138,6,0,2012-12-19
154,Singapore,SIN,145.51,127,9,63.23,2012-12-19
154,Liechtenstein,LIE,146.33,147,3,21.43,2012-12-19
156,Indonesia,IDN,143.44,124,9,49.21,2012-12-19
157,Bermuda,BER,138.6,235,-22,0,2012-12-19
158,Malaysia,MAS,132.74,127,5,56.55,2012-12-19
159,Lesotho,LES,129.84,140,-1,51.56,2012-12-19
159,Maldives,MDV,130.22,135,1,84.03,2012-12-19
161,Dominica,DMA,123.77,151,-6,66,2012-12-19
162,Myanmar,MYA,113.86,149,-6,65.79,2012-12-19
163,Hong Kong,HKG,112.23,108,9,55.9,2012-12-19
164,Yemen,YEM,108.06,131,-2,33.86,2012-12-19
165,Vanuatu,VAN,98.56,99,9,63.75,2012-12-19
166,India,IND,96.06,116,3,34.3,2012-12-19
167,Belize,BLZ,92,179,-23,0,2012-12-19
168,Bangladesh,BAN,89.81,114,3,17.2,2012-12-19
169,Fiji,FIJ,85,121,-2,42.5,2012-12-19
169,Chinese Taipei,TPE,85.02,90,7,26.88,2012-12-19
171,Laos,LAO,83.13,87,6,38.22,2012-12-19
171,Nepal,NEP,82.91,116,-2,12.29,2012-12-19
173,Samoa,SAM,74.38,124,-8,0,2012-12-19
174,Guinea-Bissau,GNB,65.74,98,1,0,2012-12-19
174,Bahamas,BAH,66,66,9,0,2012-12-19
174,Montserrat,MSR,66,66,9,66,2012-12-19
177,Curaçao,CUW,64.68,134,-16,0,2012-12-19
178,Swaziland,SWZ,61.45,56,7,34.4,2012-12-19
179,Mongolia,MNG,55.35,55,7,0,2012-12-19
179,Madagascar,MAD,54.58,106,-6,0,2012-12-19
181,Guam,GUM,53.07,71,0,33.44,2012-12-19
182,Brunei Darussalam,BRU,51.6,52,5,51.6,2012-12-19
182,Timor-Leste,TLS,51.6,52,5,51.6,2012-12-19
184,Cambodia,CAM,50.25,49,7,0,2012-12-19
185,Tonga,TGA,44.2,87,-8,0,2012-12-19
186,Afghanistan,AFG,39.27,121,-19,0,2012-12-19
186,US Virgin Islands,VIR,39.11,50,4,0,2012-12-19
188,Papua New Guinea,PNG,38.25,38,7,21.25,2012-12-19
189,Pakistan,PAK,36.88,72,-9,0,2012-12-19
190,Sri Lanka,SRI,36.08,68,-8,0,2012-12-19
191,British Virgin Islands,VGB,34.32,34,6,26.4,2012-12-19
192,Cayman Islands,CAY,33,51,-3,0,2012-12-19
193,American Samoa,ASA,30.36,85,-14,0,2012-12-19
194,Comoros,COM,29.39,36,2,0,2012-12-19
195,Somalia,SOM,26.82,43,-2,0,2012-12-19
196,Seychelles,SEY,24.19,39,-2,0,2012-12-19
196,Eritrea,ERI,24.02,45,-4,0,2012-12-19
198,Macau,MAC,22.67,22,1,8.6,2012-12-19
199,Kyrgyz Republic,KGZ,20.23,20,1,0,2012-12-19
199,South Sudan,SSD,19.78,20,1,19.78,2012-12-19
201,Cook Islands,COK,15.65,28,-3,0,2012-12-19
202,Mauritius,MRI,13.44,13,1,0,2012-12-19
202,Djibouti,DJI,13.02,17,0,0,2012-12-19
204,Andorra,AND,11.38,13,-1,11.38,2012-12-19
205,Anguilla,AIA,4.4,4,0,0,2012-12-19
206,Mauritania,MTN,2.58,3,0,0,2012-12-19
207,Bhutan,BHU,0,0,0,0,2012-12-19
207,San Marino,SMR,0,0,0,0,2012-12-19
207,Turks and Caicos Islands,TCA,0,0,0,0,2012-12-19
1,Spain,ESP,1605.76,1606,0,830.72,2013-01-17
2,Germany,GER,1437.49,1437,0,765.86,2013-01-17
3,Argentina,ARG,1289.95,1290,0,733.76,2013-01-17
4,Italy,ITA,1164.67,1165,0,633.64,2013-01-17
5,Colombia,COL,1163.55,1164,0,794.27,2013-01-17
6,England,ENG,1150.93,1151,0,558.77,2013-01-17
7,Portugal,POR,1143.79,1144,0,573.67,2013-01-17
8,Netherlands,NED,1124.02,1124,0,428.54,2013-01-17
9,Russia,RUS,1069.71,1070,0,604.23,2013-01-17
10,Croatia,CRO,1064.23,1064,0,525.55,2013-01-17
11,Greece,GRE,1033.06,1033,0,530.65,2013-01-17
12,Ecuador,ECU,1006.79,999,1,699.08,2013-01-17
13,Switzerland,SUI,1003.72,1004,-1,554.91,2013-01-17
14,Côte d'Ivoire,CIV,995.65,995,0,562.78,2013-01-17
15,Mexico,MEX,994.5,994,0,550.93,2013-01-17
16,Uruguay,URU,974.59,975,0,303.35,2013-01-17
17,France,FRA,949.42,949,0,481.29,2013-01-17
18,Brazil,BRA,945.73,946,0,341.21,2013-01-17
19,Sweden,SWE,870.28,870,1,420.95,2013-01-17
20,Belgium,BEL,867.69,868,1,542.17,2013-01-17
21,Japan,JPN,834.31,840,1,396.79,2013-01-17
22,Algeria,ALG,828.61,887,-3,450.97,2013-01-17
23,Denmark,DEN,818.87,821,0,294.58,2013-01-17
24,Norway,NOR,810.42,810,0,373.6,2013-01-17
25,Mali,MLI,807.28,809,0,576.24,2013-01-17
26,Bosnia and Herzegovina,BIH,788.32,788,1,369.05,2013-01-17
26,Ghana,GHA,787.52,777,4,399.49,2013-01-17
28,USA,USA,781.58,782,0,414.44,2013-01-17
29,Czech Republic,CZE,781.44,781,0,411.65,2013-01-17
30,Chile,CHI,773.64,793,-4,277.33,2013-01-17
31,Montenegro,MNE,756.23,756,0,447.43,2013-01-17
32,Hungary,HUN,749.71,750,0,417.44,2013-01-17
33,Romania,ROU,700.31,700,0,426.72,2013-01-17
34,Korea Republic,KOR,686.86,686,1,308.12,2013-01-17
35,Paraguay,PAR,681.95,666,2,302.47,2013-01-17
36,Australia,AUS,674.07,668,0,246.99,2013-01-17
37,Serbia,SRB,658.79,659,1,255.09,2013-01-17
38,Haiti,HAI,650.34,650,1,431.75,2013-01-17
39,Zambia,ZAM,646.08,697,-5,424.97,2013-01-17
40,Turkey,TUR,627.15,627,0,265.59,2013-01-17
41,Bolivia,BOL,609.2,609,1,476.42,2013-01-17
41,Republic of Ireland,IRL,608.8,609,1,178.5,2013-01-17
43,Peru,PER,603.32,603,3,246.1,2013-01-17
44,Slovakia,SVK,594.88,595,3,255.83,2013-01-17
44,Ukraine,UKR,594.58,595,3,322.58,2013-01-17
46,Panama,PAN,593.62,582,5,285.15,2013-01-17
47,Libya,LBY,591.26,572,7,365.5,2013-01-17
47,Slovenia,SVN,590.66,591,2,185.31,2013-01-17
49,Gabon,GAB,587.81,609,-7,400.65,2013-01-17
50,Bulgaria,BUL,584.97,585,0,385.5,2013-01-17
51,Central African Republic,CTA,581.08,581,1,442.54,2013-01-17
52,Nigeria,NGA,573.18,581,0,274.15,2013-01-17
53,Tunisia,TUN,570.26,606,-8,312.31,2013-01-17
54,Egypt,EGY,565.92,615,-13,231.54,2013-01-17
55,Venezuela,VEN,560.98,551,2,233.14,2013-01-17
56,Poland,POL,554.59,553,-1,310.21,2013-01-17
56,Uzbekistan,UZB,555.35,513,11,322.32,2013-01-17
58,Jamaica,JAM,551.68,552,-2,272.77,2013-01-17
59,Honduras,HON,542.54,540,-1,263.85,2013-01-17
60,IR Iran,IRN,536.87,532,-1,228.08,2013-01-17
61,Guinea,GUI,526.57,527,-1,318.39,2013-01-17
62,Sierra Leone,SLE,525.84,521,0,312.67,2013-01-17
63,Albania,ALB,517.97,518,0,294.77,2013-01-17
64,Canada,CAN,517.12,517,0,278.18,2013-01-17
65,Belarus,BLR,516.1,516,0,247.56,2013-01-17
66,Costa Rica,CRC,514.57,515,0,262.92,2013-01-17
67,Cameroon,CMR,500.37,523,-6,246.66,2013-01-17
68,Austria,AUT,492.47,492,2,250.13,2013-01-17
69,Scotland,SCO,489.95,490,3,185.57,2013-01-17
70,Cape Verde Islands,CPV,486.04,498,-1,208.6,2013-01-17
71,Trinidad and Tobago,TRI,482.73,507,-3,267.48,2013-01-17
72,Georgia,GEO,480.78,481,1,249.35,2013-01-17
73,Equatorial Guinea,EQG,468.63,439,6,400.55,2013-01-17
74,Morocco,MAR,460.59,466,0,212.47,2013-01-17
75,Armenia,ARM,456.71,457,0,137.92,2013-01-17
76,Israel,ISR,453.72,454,2,141.61,2013-01-17
77,Togo,TOG,450.88,491,-6,279.42,2013-01-17
78,Angola,ANG,443.24,428,6,250.77,2013-01-17
79,Senegal,SEN,439.1,455,-2,142.09,2013-01-17
80,FYR Macedonia,MKD,436.29,436,1,274.15,2013-01-17
81,Wales,WAL,434.85,435,1,154.29,2013-01-17
81,Uganda,UGA,435.35,428,3,241.46,2013-01-17
83,Estonia,EST,432.86,425,3,139.44,2013-01-17
84,Finland,FIN,430.93,431,-1,224.17,2013-01-17
85,South Africa,RSA,422.76,416,2,147.53,2013-01-17
86,China PR,CHN,415.05,410,2,180.03,2013-01-17
87,Guatemala,GUA,412.41,438,-7,217.62,2013-01-17
88,Cuba,CUB,399.38,355,12,253.88,2013-01-17
89,Iraq,IRQ,391.62,385,3,164.07,2013-01-17
89,Iceland,ISL,392.21,392,1,241.5,2013-01-17
91,New Zealand,NZL,390.02,390,0,258.11,2013-01-17
92,Burkina Faso,BFA,389.26,408,-3,140.47,2013-01-17
93,Benin,BEN,383.88,457,-18,266.96,2013-01-17
94,Dominican Republic,DOM,378.04,378,-1,251.43,2013-01-17
95,Jordan,JOR,375.03,375,-1,152.19,2013-01-17
96,El Salvador,SLV,374.08,348,7,125.27,2013-01-17
97,Niger,NIG,371.24,335,8,185.76,2013-01-17
98,Northern Ireland,NIR,367.47,367,-2,149.71,2013-01-17
99,Korea DPR,PRK,362.84,361,0,210.59,2013-01-17
100,Sudan,SDN,361.33,349,1,243.75,2013-01-17
100,Sudan,SDN,361.33,349,1,243.75,2013-01-17
101,Congo DR,COD,355.47,332,6,230.53,2013-01-17
102,Zimbabwe,ZIM,354,349,-1,190.81,2013-01-17
103,United Arab Emirates,UAE,346.36,367,-7,234.3,2013-01-17
104,Latvia,LVA,333.67,334,2,103.44,2013-01-17
104,Burundi,BDI,334.38,342,0,240.71,2013-01-17
106,Qatar,QAT,330.81,365,-8,150.47,2013-01-17
107,New Caledonia,NCL,330.08,330,1,282.63,2013-01-17
108,Oman,OMA,327.81,369,-13,150.54,2013-01-17
109,Congo,CGO,325.02,325,0,227.72,2013-01-17
110,Ethiopia,ETH,316.35,323,0,209.38,2013-01-17
111,Liberia,LBR,311.87,312,1,193.24,2013-01-17
112,Suriname,SUR,311.07,311,2,191.4,2013-01-17
113,Mozambique,MOZ,308.29,312,-1,151.58,2013-01-17
114,Malawi,MWI,299.48,318,-3,125.66,2013-01-17
115,Antigua and Barbuda,ATG,292.89,293,0,96.09,2013-01-17
116,Lithuania,LTU,283.99,284,0,99.28,2013-01-17
117,Bahrain,BHR,281.91,275,2,98.26,2013-01-17
118,Azerbaijan,AZE,277.28,277,0,119.31,2013-01-17
118,Saudi Arabia,KSA,277.37,264,8,84.53,2013-01-17
120,Kuwait,KUW,275.57,281,-3,78.08,2013-01-17
121,St Kitts and Nevis,SKN,270.56,271,2,124.08,2013-01-17
122,Guyana,GUY,266.9,267,2,70.59,2013-01-17
123,St Vincent and the Grenadines,VIN,265.64,266,2,179.92,2013-01-17
124,Botswana,BOT,263.55,274,-3,65.47,2013-01-17
124,Tanzania,TAN,264.35,253,6,158.82,2013-01-17
126,Namibia,NAM,258.66,274,-5,141.85,2013-01-17
127,Kenya,KEN,255.79,246,7,146.34,2013-01-17
128,Moldova,MDA,255.01,255,0,128.63,2013-01-17
129,Turkmenistan,TKM,254.04,254,0,169.85,2013-01-17
130,Lebanon,LIB,252.51,259,-3,109.11,2013-01-17
131,Cyprus,CYP,248.18,248,1,112.86,2013-01-17
131,Puerto Rico,PUR,248.34,248,1,104.61,2013-01-17
133,São Tomé e Príncipe,STP,242.52,275,-14,196.94,2013-01-17
134,Vietnam,VIE,241.58,251,-3,71.6,2013-01-17
135,Tajikistan,TJK,239.97,233,1,133.87,2013-01-17
136,Syria,SYR,237.44,186,8,105.97,2013-01-17
137,Rwanda,RWA,235.71,246,-3,104.06,2013-01-17
138,Thailand,THA,227.91,233,-2,96.39,2013-01-17
139,Grenada,GRN,221.91,222,-1,110.88,2013-01-17
140,Tahiti,TAH,214.69,215,-1,177.08,2013-01-17
141,Chad,CHA,212.21,212,-1,131.58,2013-01-17
142,Kazakhstan,KAZ,200.46,200,0,88.29,2013-01-17
143,Barbados,BRB,196.63,197,0,143.26,2013-01-17
143,Gambia,GAM,197.06,206,-2,81.01,2013-01-17
145,Nicaragua,NCA,192.48,180,0,102.78,2013-01-17
146,Malta,MLT,178.38,178,0,110.14,2013-01-17
147,Philippines,PHI,175.62,174,0,109.9,2013-01-17
148,Luxembourg,LUX,171.97,172,0,59.31,2013-01-17
149,St Lucia,LCA,168.37,168,0,141.24,2013-01-17
150,Solomon Islands,SOL,165.52,166,0,128.21,2013-01-17
151,Aruba,ARU,162.71,163,0,104.98,2013-01-17
152,Palestine,PLE,154.04,152,0,92.72,2013-01-17
153,Faroe Islands,FRO,151.31,151,0,0,2013-01-17
154,Liechtenstein,LIE,146.33,146,0,21.43,2013-01-17
154,Singapore,SIN,146.31,146,0,65.38,2013-01-17
156,Indonesia,IDN,144.59,143,0,49.21,2013-01-17
157,Bermuda,BER,138.6,139,0,0,2013-01-17
158,Malaysia,MAS,134.42,133,0,56.55,2013-01-17
159,Maldives,MDV,130.22,130,0,84.03,2013-01-17
160,Lesotho,LES,126.57,130,-1,63.02,2013-01-17
161,Dominica,DMA,123.77,124,0,66,2013-01-17
162,Myanmar,MYA,113.86,114,0,65.79,2013-01-17
163,Hong Kong,HKG,110.62,112,0,55.9,2013-01-17
164,Belize,BLZ,110.04,92,3,0,2013-01-17
165,Yemen,YEM,105.76,108,-1,22.58,2013-01-17
166,India,IND,100.43,96,0,34.3,2013-01-17
167,Vanuatu,VAN,98.56,99,-2,63.75,2013-01-17
168,Bangladesh,BAN,89.81,90,0,17.2,2013-01-17
169,Fiji,FIJ,85,85,0,42.5,2013-01-17
170,Laos,LAO,83.13,83,1,38.22,2013-01-17
170,Nepal,NEP,82.91,83,1,12.29,2013-01-17
172,Chinese Taipei,TPE,82.26,85,-3,26.88,2013-01-17
173,Samoa,SAM,74.38,74,0,0,2013-01-17
174,Bahamas,BAH,66,66,0,0,2013-01-17
174,Guinea-Bissau,GNB,65.74,66,0,0,2013-01-17
174,Montserrat,MSR,66,66,0,66,2013-01-17
177,Curaçao,CUW,64.68,65,0,0,2013-01-17
178,Swaziland,SWZ,61.45,61,0,34.4,2013-01-17
179,Madagascar,MAD,54.58,55,0,0,2013-01-17
179,Mongolia,MNG,55.35,55,0,0,2013-01-17
181,Guam,GUM,53.07,53,0,33.44,2013-01-17
182,Brunei Darussalam,BRU,51.6,52,0,51.6,2013-01-17
182,Timor-Leste,TLS,51.6,52,0,51.6,2013-01-17
184,Cambodia,CAM,50.25,50,0,0,2013-01-17
185,Tonga,TGA,44.2,44,0,0,2013-01-17
186,Afghanistan,AFG,39.27,39,0,0,2013-01-17
186,US Virgin Islands,VIR,39.11,39,0,0,2013-01-17
188,Papua New Guinea,PNG,38.25,38,0,21.25,2013-01-17
189,Pakistan,PAK,36.88,37,0,0,2013-01-17
190,Sri Lanka,SRI,36.08,36,0,0,2013-01-17
191,British Virgin Islands,VGB,34.32,34,0,26.4,2013-01-17
192,Cayman Islands,CAY,33,33,0,0,2013-01-17
193,American Samoa,ASA,30.36,30,0,0,2013-01-17
194,Comoros,COM,29.39,29,0,0,2013-01-17
195,Eritrea,ERI,24.02,24,1,0,2013-01-17
195,Seychelles,SEY,24.19,24,1,0,2013-01-17
197,Macau,MAC,22.67,23,1,8.6,2013-01-17
198,Kyrgyz Republic,KGZ,20.23,20,1,0,2013-01-17
198,South Sudan,SSD,19.78,20,1,19.78,2013-01-17
200,Cook Islands,COK,15.65,16,1,0,2013-01-17
201,Somalia,SOM,13.98,27,-6,0,2013-01-17
202,Mauritius,MRI,13.44,13,0,0,2013-01-17
203,Andorra,AND,11.38,11,1,11.38,2013-01-17
203,Djibouti,DJI,10.75,13,-1,0,2013-01-17
205,Anguilla,AIA,4.4,4,0,0,2013-01-17
206,Mauritania,MTN,2.58,3,0,0,2013-01-17
207,Bhutan,BHU,0,0,0,0,2013-01-17
207,San Marino,SMR,0,0,0,0,2013-01-17
207,Turks and Caicos Islands,TCA,0,0,0,0,2013-01-17
1,Spain,ESP,1589.51,1606,0,814.33,2013-02-14
2,Germany,GER,1437.2,1437,0,751.4,2013-02-14
3,Argentina,ARG,1281.17,1290,0,717.86,2013-02-14
4,England,ENG,1159.57,1151,2,557.86,2013-02-14
5,Italy,ITA,1157.19,1165,-1,604.2,2013-02-14
6,Colombia,COL,1128.72,1164,-1,741.43,2013-02-14
6,Portugal,POR,1128.75,1144,1,535.42,2013-02-14
8,Netherlands,NED,1107.96,1124,0,411.93,2013-02-14
9,Croatia,CRO,1059.18,1064,1,520.35,2013-02-14
10,Russia,RUS,1055.05,1070,-1,583.36,2013-02-14
11,Greece,GRE,1020.08,1033,0,506.11,2013-02-14
12,Ecuador,ECU,999.31,1007,0,685.74,2013-02-14
12,Côte d'Ivoire,CIV,999.14,996,2,496.8,2013-02-14
14,Switzerland,SUI,992.76,1004,-1,518.32,2013-02-14
15,Mexico,MEX,968.24,994,0,510.88,2013-02-14
16,Uruguay,URU,950.44,975,0,275.77,2013-02-14
17,France,FRA,928.75,949,0,449.2,2013-02-14
18,Brazil,BRA,923.89,946,0,316.84,2013-02-14
19,Ghana,GHA,865.19,788,7,427.87,2013-02-14
20,Belgium,BEL,864.05,868,0,534.75,2013-02-14
21,Sweden,SWE,862.72,870,-2,398.41,2013-02-14
22,Denmark,DEN,825.19,819,1,271.27,2013-02-14
23,Chile,CHI,814.71,774,7,303.74,2013-02-14
24,Bosnia and Herzegovina,BIH,814.22,788,2,378.05,2013-02-14
25,Mali,MLI,813.2,807,0,508.91,2013-02-14
26,Czech Republic,CZE,797.33,781,3,416.54,2013-02-14
27,Norway,NOR,780.5,810,-3,352.4,2013-02-14
28,Japan,JPN,778.94,834,-7,386.87,2013-02-14
29,Montenegro,MNE,756.23,756,2,447.43,2013-02-14
30,Nigeria,NGA,747.23,573,22,472.73,2013-02-14
31,Romania,ROU,743.59,700,2,457.41,2013-02-14
32,USA,USA,735.78,782,-4,362.11,2013-02-14
33,Hungary,HUN,727.81,750,-1,386.06,2013-02-14
34,Algeria,ALG,724.66,829,-12,378.22,2013-02-14
35,Paraguay,PAR,681.36,682,0,301.7,2013-02-14
36,Serbia,SRB,668.2,659,1,251.08,2013-02-14
37,Australia,AUS,648.65,674,-1,229.34,2013-02-14
38,Korea Republic,KOR,642.7,687,-4,277.31,2013-02-14
39,Republic of Ireland,IRL,634.19,609,2,199.63,2013-02-14
39,Peru,PER,634.22,603,4,255.15,2013-02-14
41,Turkey,TUR,615.72,627,-1,243.46,2013-02-14
42,Panama,PAN,611.99,594,4,327.75,2013-02-14
42,Tunisia,TUN,611.9,570,11,321.19,2013-02-14
44,Bolivia,BOL,607.02,609,-3,474.24,2013-02-14
